"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2001","2001",65.37,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2002","2002",68.43,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2003","2003",71,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2004","2004",70.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2005","2005",72.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2006","2006",74.94,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2007","2007",76.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2008","2008",79.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2009","2009",81.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2010","2010",83.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2011","2011",85.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2012","2012",85.71,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2013","2013",84.92,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2014","2014",82.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2015","2015",81.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2016","2016",80.8,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2017","2017",81.78,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NLD","Netherlands","2018","2018",83.1,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NZL","New Zealand","2013","2013",54.68,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NZL","New Zealand","2014","2014",55.57,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NZL","New Zealand","2015","2015",55.61,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NZL","New Zealand","2016","2016",53.93,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NZL","New Zealand","2017","2017",54.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NZL","New Zealand","2018","2018",56.73,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2000","2000",91.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2001","2001",97.04,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2002","2002",95.63,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2003","2003",95.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2004","2004",96.47,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2005","2005",96.47,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2006","2006",98.48,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2007","2007",99.17,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2008","2008",100.46,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2009","2009",101.27,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2010","2010",101.65,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2011","2011",102.76,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2012","2012",103.22,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2013","2013",103.94,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2014","2014",104.14,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2015","2015",105.04,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2016","2016",106.03,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2017","2017",106.31,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2018","2018",106.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","NOR","Norway","2019","2019",107.54,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2000","2000",23.2,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2001","2001",20.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2002","2002",21.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2003","2003",21.65,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2004","2004",20.85,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2005","2005",20.84,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2006","2006",22.01,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2007","2007",21.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2008","2008",22.39,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2009","2009",23.03,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2010","2010",23.66,"B","Break"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2011","2011",23.34,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2012","2012",23.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2013","2013",24.66,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2014","2014",24.56,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2015","2015",24.85,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2016","2016",25.41,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2017","2017",25.76,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","POL","Poland","2018","2018",25.82,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2000","2000",27.63,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2001","2001",27.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2002","2002",28.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2003","2003",29.01,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2004","2004",29.42,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2005","2005",29.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2006","2006",30.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2007","2007",30.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2008","2008",31.31,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2009","2009",32.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2010","2010",32.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2011","2011",33.17,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2012","2012",33.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2013","2013",33.56,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2014","2014",34.48,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2015","2015",35.27,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2016","2016",36.7,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2017","2017",37.96,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","PRT","Portugal","2018","2018",38.86,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2000","2000",25.78,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2001","2001",26.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2002","2002",26.11,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2003","2003",25.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2004","2004",24.49,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2005","2005",22.78,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2006","2006",22.66,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2007","2007",23.58,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2008","2008",23.78,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2009","2009",22.64,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2010","2010",22.87,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2011","2011",23.15,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2012","2012",23.05,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2013","2013",22.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2014","2014",23.8,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2015","2015",24.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2016","2016",24.78,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2017","2017",25.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2018","2018",25.05,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2019","2019",25.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2000","2000",21.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2001","2001",21.64,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2002","2002",22.21,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2003","2003",23.45,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2004","2004",24.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2005","2005",25.27,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2006","2006",26.53,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2007","2007",26.99,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2008","2008",27.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2009","2009",27.58,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2010","2010",28.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2011","2011",28.95,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2012","2012",28.03,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2013","2013",27.76,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2014","2014",28.64,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2015","2015",29.19,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2016","2016",30.16,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2017","2017",30.95,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2018","2018",31.21,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2000","2000",80.93,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2001","2001",80.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2002","2002",82.02,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2003","2003",81.6,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2004","2004",81.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2005","2005",80.96,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2006","2006",80.39,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2007","2007",81.22,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2008","2008",80.81,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2009","2009",79.69,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2010","2010",78.69,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2011","2011",79.69,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2012","2012",78.79,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2013","2013",79.48,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2014","2014",80.44,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2015","2015",82.76,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2016","2016",85.36,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2017","2017",83.92,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2000","2000",58.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2001","2001",58.52,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2002","2002",59.23,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2003","2003",60.85,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2004","2004",61.54,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2005","2005",62.86,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2006","2006",63.84,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2007","2007",64.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2008","2008",65.65,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2009","2009",66.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2010","2010",67.52,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2011","2011",69.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2012","2012",72.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2013","2013",73.52,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2014","2014",74.46,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2015","2015",76.96,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2016","2016",79.48,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2017","2017",80.7,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2018","2018",81.95,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2019","2019",83.36,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2009","2009",8.2,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2010","2010",8.07,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2011","2011",9.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2012","2012",10.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2013","2013",11.27,"B","Break"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2014","2014",12.62,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2015","2015",13.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2016","2016",14.17,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2017","2017",14.77,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","TUR","Turkey","2018","2018",17.53,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2000","2000",47.27,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2001","2001",48.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2002","2002",49.44,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2003","2003",50.38,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2004","2004",52.14,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2005","2005",53.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2006","2006",54.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2007","2007",53.86,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2008","2008",54.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2009","2009",55.98,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2010","2010",58.03,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2011","2011",58.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2012","2012",58.26,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2013","2013",59.39,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2014","2014",59.4,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2015","2015",59.37,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2016","2016",59.18,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2017","2017",59.78,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2018","2018",60.67,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2000","2000",52.92,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2001","2001",53.73,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2002","2002",55.28,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2003","2003",56.64,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2004","2004",56.9,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2005","2005",57.23,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2006","2006",58.37,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2007","2007",59.2,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2008","2008",59.97,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2009","2009",60.73,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2010","2010",61.13,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2011","2011",60.67,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2012","2012",61.84,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2013","2013",61.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2014","2014",61.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2015","2015",62.61,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2016","2016",63.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2017","2017",63.75,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2018","2018",64.69,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2010","2010",17.64,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2011","2011",18.68,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2012","2012",20.03,"B","Break"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2013","2013",19.79,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2014","2014",22.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2015","2015",23.8,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2016","2016",22.78,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2017","2017",24.21,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2018","2018",25.09,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2000","2000",21.51,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2001","2001",22.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2002","2002",24.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2003","2003",26.37,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2004","2004",27.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2005","2005",27.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2006","2006",26.42,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2007","2007",25.46,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2008","2008",24.67,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2009","2009",24.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2010","2010",25.39,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2011","2011",25.7,,
